,STATEFP,COUNTYFP,COUNTYNS,AFFGEOID,GEOID,NAME,LSAD,ALAND,AWATER,geometry,FIPStxt,State,County,RuralUrbanContinuumCode2013,UrbanInfluenceCode2013,RuralUrbanContinuumCode2003,UrbanInfluenceCode2003,Metro2013,Nonmetro2013,Micropolitan2013,Type_2015_Update,Type_2015_Farming_NO,Type_2015_Manufacturing_NO,Type_2015_Mining_NO,Type_2015_Government_NO,Type_2015_Recreation_NO,Low_Education_2015_update,Low_Employment_2015_update,Population_loss_2015_update,Retirement_Destination_2015_Update,Perpov_1980_0711,PersistentChildPoverty_1980_2011,Hipov,HiAmenity,HiCreativeClass2000,Gas_Change,Oil_Change,Oil_Gas_Change,Metro2003,NonmetroNotAdj2003,NonmetroAdj2003,Noncore2003,EconomicDependence2000,Nonmetro2003,Micropolitan2003,FarmDependent2003,ManufacturingDependent2000,LowEducation2000,RetirementDestination2000,PersistentPoverty2000,Noncore2013,Type_2015_Nonspecialized_NO,Metro_Adjacent2013,PersistentChildPoverty2004,RecreationDependent2000
24,12,087,00295759,0500000US12087,12087,Monroe,06,2546027976,7133356544,"MULTIPOLYGON (((184952.4473624263 41780.32973748437, 196064.9792541272 48653.25240986956, 215415.1565497984 57429.10060134188, 239278.3164955284 74672.29412909225, 248761.791512243 84501.8065920799, 250356.448381239 91288.74756169772, 250854.6440824801 96068.68892194676, 251116.7898914561 96708.94776462222, 252110.6475081512 98840.36244337856, 255344.8738495211 100565.2045631593, 258549.4940037415 100143.2190970707, 260952.8398409987 102062.1569973614, 260928.0530900985 104211.1064725961, 263221.3463782945 108351.1858193687, 274036.3044100435 113293.0101212571, 277274.3062416328 111399.2661840846, 276660.1661923233 110260.3160431322, 264707.8019280608 90967.74375869049, 250799.5655814881 73860.4854612146, 235248.4602373241 59058.15878855934, 203415.1151428515 41481.8972553126, 189537.0343733678 37233.32653461901, 184952.4473624263 41780.32973748437)), ((155690.6978371717 162880.0342117054, 212725.6009315499 163060.6970799176, 212727.4322416125 158131.9533708911, 212762.7597313483 114166.3508440687, 214296.1931340556 93512.19179190784, 212553.7120767391 93156.08834100707, 208477.1525488895 89495.3607501643, 199032.0151194126 87731.78873451897, 191946.351123349 87002.3982580712, 185659.1276422463 94119.28360121672, 182782.3799901851 101085.3249091746, 185090.3941179039 110712.5655956869, 185234.2244832754 118996.3919328119, 179070.1345554982 129789.5419156122, 175840.1882253481 140219.3887955528, 170897.8876275507 148483.5950439761, 164272.7334595416 151820.0264594579, 161503.869617066 159939.622883562, 155690.6978371717 162880.0342117054)), ((117778.5680205899 26315.74284084145, 123951.0657984178 35670.97301831152, 131965.9136722163 40724.51693668927, 140861.9548741416 44802.34709382706, 142231.4575082949 46974.05544214264, 155162.2061239177 53240.99813738115, 169145.3565243481 46758.48469000434, 175382.3439447317 37753.45557007802, 165356.6322631364 33762.51776803906, 159308.3315304389 32202.70828495744, 155059.9773794817 34335.01706384506, 147611.2812082264 31986.46564432726, 139707.063895994 28902.34193761031, 130582.3057741092 25130.91046437982, 117677.981552415 23738.03070344352, 117778.5680205899 26315.74284084145)), ((97171.3291986183 23608.18004334425, 100342.319914165 27751.62192767884, 112013.337569863 28054.00641581018, 106870.8579430129 18562.04236134998, 95799.18440424874 18704.81849230439, 97171.3291986183 23608.18004334425)), ((79659.75183808041 27251.83759755777, 84154.17089156351 32507.22625349323, 89943.99130426839 28869.87120206628, 88464.18013287202 22591.18055027787, 80485.77659120115 22234.119388577, 79659.75183808041 27251.83759755777)))",12087,FL,Monroe,4.0,3.0,4.0,3.0,0.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
25,12,033,00295737,0500000US12033,12033,Escambia,06,1701544502,563927612,"POLYGON ((-430510.6495987184 752046.9270849715, -430865.0753505781 757197.5720705841, -430854.7225783148 757196.9748955929, -423257.5668170492 756761.4971158089, -414274.8265075118 756292.9798973902, -403393.5002836197 755705.8997848873, -389162.3439831565 754973.5918619554, -401427.9188149575 747456.0190999242, -404483.4863825036 738909.7713668252, -404750.6062169503 725500.5909316447, -401090.6245327836 723596.6272222319, -400704.1736692204 712377.1429785955, -396320.9191385516 705886.8158895692, -388501.2165711189 699317.1267750731, -389893.1626898174 690484.4479811938, -399154.2415613167 686972.6835237819, -399698.9508236602 679797.6529361005, -403395.6302887709 679538.9134409261, -408367.239574349 680076.0622717127, -418177.2252615415 678321.4906860098, -427785.5488798349 677008.7705709487, -421007.5515622996 683722.4221658861, -418656.0214127715 690180.8133984413, -412163.3887633004 693543.3238999305, -416665.3878440401 696101.9793379795, -419239.0301749662 701848.8267861404, -417688.8520331443 706531.1544001424, -414433.1048954701 712383.5018362092, -414001.2504482412 718250.881137098, -417821.3358456048 722426.1911375984, -425340.7270230296 727953.1989374313, -426941.5132331956 731304.8253906108, -435189.4130439429 742771.7405737588, -430510.6495987184 752046.9270849715))",12033,FL,Escambia,2.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,9.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
26,12,133,00295762,0500000US12133,12133,Washington,06,1514305159,81008994,"POLYGON ((-266825.3963737887 692259.0320084402, -271455.2806034019 708737.1237434947, -264329.0080293017 715848.2962948177, -261720.9829387981 725486.5845995775, -258709.7720785668 725309.8164608458, -253727.1516685269 720204.7547547859, -242514.029355792 719457.4790618984, -240288.1691191016 729006.6936169836, -229019.9081168732 728432.0522012792, -224423.5308294044 723350.0530183708, -225621.1271692479 699169.1953627443, -230575.8819251254 699367.3213361508, -231309.6050405414 684838.8118576544, -266459.1932712633 686734.9124471967, -280109.2134683047 681621.9047997699, -266825.3963737887 692259.0320084402))",12133,FL,Washington,6.0,6.0,6.0,6.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
27,12,003,00306920,0500000US12003,12003,Baker,06,1515738968,9686120,"POLYGON ((60003.65612685666 693541.0698917372, 63893.24875213002 693120.1225093532, 83094.8630137697 691063.1076085917, 82004.12541455055 686242.606386457, 84681.30432493085 681070.4097999937, 83723.97602059713 675553.3652668122, 86568.05457291046 669317.927639203, 90093.79528405775 668701.694693684, 94762.92834228647 668366.0019593956, 98974.47503106309 669168.9565226969, 99045.10893480059 658642.8141147634, 98939.83564013064 649053.781249368, 98893.79688851598 644198.5449071524, 89918.4175169378 644282.6564894242, 59481.61971499198 643890.2821155061, 59522.67858236848 647010.707292469, 59983.39204058581 693542.7220954908, 60003.65612685666 693541.0698917372))",12003,FL,Baker,1.0,1.0,1.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
28,12,059,00295735,0500000US12059,12059,Holmes,06,1240232909,26393537,"POLYGON ((-281163.4427687794 748933.2180142831, -267635.9157745069 748295.4096216665, -253859.3563337157 747900.3050219633, -237569.5044127835 747410.0948949353, -229771.1792499202 747184.2812460215, -232862.0514494234 744704.7099635655, -240288.1691191016 729006.6936169836, -242514.029355792 719457.4790618984, -253727.1516685269 720204.7547547859, -258709.7720785668 725309.8164608458, -261720.9829387981 725486.5845995775, -264329.0080293017 715848.2962948177, -282859.3696247726 716826.7078182374, -281163.4427687794 748933.2180142831))",12059,FL,Holmes,6.0,6.0,6.0,6.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
29,12,085,00308550,0500000US12085,12085,Martin,06,1408397026,542185816,"POLYGON ((231980.9362321458 308920.0986294185, 231913.8493214314 318268.1194328196, 270784.183366917 318432.9205042828, 270820.8945030308 324826.5973153049, 279411.4806829427 324799.5541679971, 283902.6359041769 314445.9668120342, 285410.3377372816 308052.3249486749, 287605.66818411 303732.6188025205, 291029.946525056 292469.5316616358, 285189.7764076649 290888.9265452675, 241677.0200196104 290812.3654171289, 211354.6170848264 290857.4527835205, 231980.9362321458 308920.0986294185))",12085,FL,Martin,2.0,2.0,2.0,2.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
30,12,127,00306921,0500000US12127,12127,Volusia,06,2852206495,857789601,"POLYGON ((133865.0822154623 553179.4339539621, 156715.8488545067 559244.4575367672, 157878.0612747734 561280.6293864332, 159444.7895255126 546046.2409994781, 185415.0098181132 546515.5571943716, 184872.771204904 562587.054483788, 190009.3679095096 564359.4707132614, 195465.8529987234 551150.9663874317, 203291.1765435999 533428.7798304071, 209029.2054210001 524155.5255191862, 220776.4311099019 503224.4324584113, 226603.5488569138 493918.725532877, 203134.7246982413 493778.2858891038, 203475.3577182033 474139.761307349, 201247.2225936918 474139.8644945403, 194031.941482003 489324.6459412312, 193379.7100346596 496342.9314209173, 182286.0084995016 493024.4452670894, 177944.7666314735 498501.5168356359, 168725.9486864207 498733.3014466805, 164206.5612566462 503700.1067582151, 165449.6424150023 515349.8950776473, 151129.1578859178 527973.3029566236, 148325.5067000394 536721.5823654728, 140454.2855782305 539677.3686520224, 137622.9488187955 547875.0390945419, 133865.0822154623 553179.4339539621))",12127,FL,Volusia,2.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
31,12,077,00308549,0500000US12077,12077,Liberty,06,2164099093,19582444,"POLYGON ((-196452.114577362 657204.5506311437, -188163.7813215259 669409.6293958331, -188821.9495574127 673876.9090713612, -182738.9482584074 683592.4252317486, -183068.4243615108 692822.6971653329, -177227.4040909378 701684.337192194, -172507.1691683671 701430.8499513149, -172717.666072296 693383.0818573532, -163087.6529124779 691455.4354145076, -163239.3640729606 684917.0045529647, -150546.2241992657 676555.5577925564, -157359.6931292447 670644.9275937476, -157306.7273474179 666987.6917822519, -153783.5675325464 647771.5320907023, -146477.314227783 636590.7689100084, -142042.4493078142 634385.8902809555, -186756.6762855961 636175.3584495317, -188649.160020331 631524.5200999705, -196970.3525050366 637574.0398185391, -200586.9049912296 645359.0450351983, -196452.114577362 657204.5506311437))",12077,FL,Liberty,8.0,7.0,8.0,7.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
32,12,129,00306912,0500000US12129,12129,Wakulla,06,1570616088,334902007,"POLYGON ((-157306.7273474179 666987.6917822519, -116146.7047638213 666065.2417550156, -111933.894117281 662717.8369728627, -95982.74138321797 662204.4997708182, -96562.97984523705 642845.9928886547, -101291.6142596156 642032.0725926466, -106579.629717372 640244.8056965052, -109328.15926299 641608.2826252064, -117300.012439145 638773.0376531765, -124830.4837046953 633603.1453136947, -122598.2656756921 628379.6714122943, -122574.9310654619 628217.8057737775, -134663.5233209464 633140.6476942959, -140167.0742770817 631073.7635183986, -142042.4493078142 634385.8902809555, -146477.314227783 636590.7689100084, -153783.5675325464 647771.5320907023, -157306.7273474179 666987.6917822519))",12129,FL,Wakulla,2.0,2.0,2.0,2.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
33,12,131,00295727,0500000US12131,12131,Walton,06,2687739968,522795375,"POLYGON ((-314996.4207065557 750609.1002136568, -312731.560646472 750489.1628128098, -295725.9029698542 749639.2179757621, -281163.4427687794 748933.2180142831, -282859.3696247726 716826.7078182374, -264329.0080293017 715848.2962948177, -271455.2806034019 708737.1237434947, -266825.3963737887 692259.0320084402, -280109.2134683047 681621.9047997699, -281023.7089712399 668262.6037368882, -281384.1484433024 668487.5370653962, -289899.2784979296 672515.5102447334, -302473.7081832173 677542.2880524917, -319137.6642386566 682100.3614882138, -314996.4207065557 750609.1002136568))",12131,FL,Walton,3.0,2.0,6.0,6.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
34,12,095,00295750,0500000US12095,12095,Orange,06,2337566033,260717886,"POLYGON ((135686.8354469246 491370.5813131625, 136878.3269736849 493470.0848929071, 159536.0406305416 493267.4074293644, 155140.0764293655 485423.3727163416, 155053.1014585074 477240.5342650106, 159406.1820604207 477211.4081587275, 167933.8236255905 473882.3052565876, 187384.3102205615 474095.3980391339, 201247.2225936918 474139.8644945403, 211665.5444409489 462009.0397681442, 213440.7060787434 444723.4481258699, 190718.7072882851 444787.9307753024, 169650.539439283 444817.2216619044, 135561.732227308 444848.1002403992, 135680.9529856147 466923.926279987, 135686.8354469246 491370.5813131625))",12095,FL,Orange,1.0,1.0,1.0,1.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,12,039,00306918,0500000US12039,12039,Gadsden,06,1337194435,31686103,"POLYGON ((-177227.4040909378 701684.337192194, -170024.7879352416 711084.9140542804, -170314.4089754708 713127.787916053, -170196.7181956169 713118.7305848654, -165364.5286391497 712747.9815471375, -132969.2605040551 709821.1545962973, -123991.7442776178 709107.3356318311, -114872.6908065669 708390.0578160962, -124149.3771071691 696301.1279163772, -127076.6236419416 685344.6841686036, -138148.2872193992 683184.140489625, -150546.2241992657 676555.5577925564, -163239.3640729606 684917.0045529647, -163087.6529124779 691455.4354145076, -172717.666072296 693383.0818573532, -172507.1691683671 701430.8499513149, -177227.4040909378 701684.337192194))",12039,FL,Gadsden,2.0,2.0,2.0,2.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
36,12,045,00306917,0500000US12045,12045,Gulf,06,1433354005,494697662,"POLYGON ((-226996.4154420988 618623.0807722115, -223585.0233064507 627199.4644913692, -224007.6887929042 627567.5928407081, -222868.2899207101 658303.4683974971, -196452.114577362 657204.5506311437, -200586.9049912296 645359.0450351983, -196970.3525050366 637574.0398185391, -188649.160020331 631524.5200999705, -191561.4420133546 624872.0539162681, -190740.2744779028 610348.5749974804, -197535.2833443602 610213.700077383, -209496.2269237827 598728.4897998825, -212481.6552458424 600142.5859206429, -221575.8086173197 598090.7208105522, -226024.9701763143 609264.4440138703, -226996.4154420988 618623.0807722115))",12045,FL,Gulf,3.0,2.0,6.0,6.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
37,12,075,00295724,0500000US12075,12075,Levy,06,2896211042,762907881,"POLYGON ((-10468.75682052164 551017.09542631, -107.0617627731117 557525.0074189092, 7519.707383485162 570872.960437179, 12305.74772792912 584121.8162631867, 20124.06760885776 583222.8679700374, 28227.19353783297 583166.6345756839, 29783.85061187227 580657.663896082, 39495.09216517044 580774.8627200245, 49023.99394354166 577626.4882508552, 49016.06588048453 571245.4149754808, 63586.3645557774 571613.5095766326, 63531.5622253053 557871.7951923369, 63555.96540045345 541743.214284078, 50754.64950914704 541798.928887312, 50437.82347567027 522974.3386478797, 42877.24944491062 519129.9036360251, 33227.09565867094 521656.6069831958, 28936.28714106718 518403.8545410436, 28574.93873617714 519040.0224690666, 28621.81015652977 524314.3232280761, 22468.83485848119 529365.5161062478, 24908.2790002565 531058.0471905281, 22238.908038786 535969.4602479473, 12523.5046506401 537286.9756657275, 5823.186654999212 538415.4289310764, 3766.910150104202 532605.7470878212, 179.6149685775745 533274.1834874812, -2200.141338607267 540647.3442994196, -1686.424505527364 546297.8985445878, -4828.448399273824 548673.4781167555, -10468.75682052164 551017.09542631))",12075,FL,Levy,6.0,6.0,8.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
38,12,081,00295744,0500000US12081,12081,Manatee,06,1924706077,387507719,"POLYGON ((30097.83925538356 355189.1674449095, 36919.85417562633 354451.4550665386, 43553.61724453664 362446.4084380776, 46756.69880043314 367884.602761797, 95958.95682947717 367468.6817224192, 95529.76274010818 333325.6404009887, 95333.91131241011 318865.8186256784, 76292.84775668965 319165.208758731, 75809.45432482219 319349.5758697489, 76136.02197875576 338822.4776945134, 36975.59235195149 339663.8849767619, 32728.89830249644 344986.0636941737, 27812.34111160881 355459.7748681894, 30097.83925538356 355189.1674449095))",12081,FL,Manatee,2.0,2.0,2.0,2.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
39,12,063,00295734,0500000US12063,12063,Jackson,06,2378066187,94242663,"POLYGON ((-232862.0514494234 744704.7099635655, -229771.1792499202 747184.2812460215, -228842.7152472863 747157.7790702212, -214014.4987063666 746745.5411502398, -196093.9595600377 746187.8618886303, -185129.8604490658 745779.1230349729, -182377.5287647404 745683.4738609466, -182812.7900793409 743071.576909623, -180838.9767220625 738549.2100871344, -176469.763143454 731917.2207957902, -176509.1656742128 726954.6983105774, -175205.2230857298 720024.7626726637, -170314.4089754708 713127.787916053, -170024.7879352416 711084.9140542804, -177227.4040909378 701684.337192194, -199798.0793883211 702674.2432732766, -200381.5086505226 697844.9423348241, -220740.8040310821 698899.538030608, -225621.1271692479 699169.1953627443, -224423.5308294044 723350.0530183708, -229019.9081168732 728432.0522012792, -240288.1691191016 729006.6936169836, -232862.0514494234 744704.7099635655))",12063,FL,Jackson,6.0,6.0,6.0,6.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
40,12,089,00295730,0500000US12089,12089,Nassau,06,1680074654,200051078,"POLYGON ((98974.47503106309 669168.9565226969, 99958.44343762081 669356.8064523607, 99872.5311438863 673028.4036947628, 101241.100781221 677908.8338300651, 102271.0699063939 687189.5751158526, 102596.1258967871 695005.6901910173, 99410.26408617839 701005.1584642032, 100185.6716880062 705081.5288638504, 101123.4588555787 711536.997726057, 104765.8472664997 715429.047730228, 109763.194403925 719971.9052350038, 113317.765779741 719273.959147726, 113664.0350673759 719206.0367975737, 116867.2559109995 716069.1126737481, 122615.4118443161 715722.2299384591, 126925.4353389378 713896.4060543616, 129889.4468675887 711195.1412443339, 136009.8999244633 710603.5900633271, 139352.882747983 708916.6686385523, 146198.6839690565 707327.4586925637, 149404.6706573259 708172.4154841285, 151421.774314992 708116.2165907943, 157458.8151125015 706624.8110012873, 159053.9228451997 705322.2068749781, 157509.4808875186 694565.6252100916, 158342.4519124864 685874.4727303565, 158825.8992605137 684056.1122867506, 152075.4316752143 690470.4617005438, 147886.5405642904 686066.0724098345, 141456.0635288561 689479.2193035944, 141863.603963336 692934.3598041056, 130790.4750625663 691479.2453142335, 128322.2839864586 686946.2338758551, 120180.0798867126 679976.2639317892, 100180.4872958106 659743.8474471997, 99045.10893480059 658642.8141147634, 98974.47503106309 669168.9565226969))",12089,FL,Nassau,1.0,1.0,1.0,1.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
41,12,011,00295753,0500000US12011,12011,Broward,06,3116026236,310052487,"POLYGON ((211856.4102340078 221600.6397362848, 270132.4474901662 221846.8022237869, 274889.90130323 222667.9603319664, 279460.0085991568 221176.9468481057, 282847.9533314932 221193.7143012593, 289872.4503872234 221239.5155345479, 292265.7134029575 220496.6217748159, 291354.2500748673 212550.8973935968, 289165.5869326283 195255.0940695085, 289079.4413042673 194575.4478112973, 288790.8890000698 186802.1665478704, 288618.1452863255 182155.6379815211, 288608.7425676975 181902.8699772088, 279486.0303393195 181831.1369399019, 270578.9283050853 181544.6057481523, 267429.6416881703 180037.6953970079, 232046.1210827674 179874.5764716066, 232037.9917817792 182299.8086733581, 212723.4035518711 182342.7133734092, 212006.2083365248 213363.717478279, 211856.4102340078 221600.6397362848))",12011,FL,Broward,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
42,12,105,00295747,0500000US12105,12105,Polk,06,4654624281,552319387,"POLYGON ((91456.02432141737 435432.6890138045, 96452.31460587151 441323.7721708116, 106040.1683757674 440814.9613597212, 106110.0248344318 444832.6989157844, 115929.625254664 446608.3454805666, 135561.732227308 444848.1002403992, 135521.333254539 435695.7814471373, 145302.4153572534 435075.8658955785, 148507.3598686423 422144.5990060865, 155188.2721081906 422157.3306129219, 155208.8624120422 415699.5397265918, 165953.7355847505 415641.6680405515, 162703.9132963797 407563.1010343145, 154820.3160446562 412016.7579084691, 158693.6000148692 406478.592092818, 169616.3982519711 397590.4380820249, 170272.7206253007 390962.3226240951, 179496.4690857855 386404.772948985, 185606.8005585455 374141.3423160159, 185971.9601306542 366684.1377374339, 147712.0634924637 367141.0278518974, 144393.3497821867 367180.433495237, 95958.95682947717 367468.6817224192, 96155.79706116079 396431.1767646325, 96136.39528703853 398587.4333348348, 96272.59700540005 425675.0788699517, 91402.16389667812 425724.9181796407, 91456.02432141737 435432.6890138045))",12105,FL,Polk,2.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
43,12,021,00295754,0500000US12021,12021,Collier,06,5170431469,799432008,"POLYGON ((115493.7421930673 221491.7202982013, 118225.9550279644 219908.8587493062, 125500.4921756792 219936.9377123013, 134314.0038354008 219962.9611761488, 134212.2914907049 231432.264415121, 143921.8685522029 231557.7047015461, 143808.0332290471 241607.1067448211, 172913.324894397 241927.2462728541, 173173.1050361303 212675.8641414301, 212006.2083365248 213363.717478279, 212723.4035518711 182342.7133734092, 212725.6009315499 163060.6970799176, 155690.6978371717 162880.0342117054, 152650.268442256 164419.4952547667, 138402.2489680959 173013.999403357, 135837.9309307775 171204.9946072045, 132579.3630538883 168907.6570686762, 127152.1465601484 174537.2398408885, 124168.2281201018 184876.1168460723, 119129.6157584597 201732.7155530825, 115684.5248415289 221195.7416643558, 115493.7421930673 221491.7202982013))",12021,FL,Collier,2.0,2.0,2.0,2.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
44,12,051,00307626,0500000US12051,12051,Hendry,06,2994619283,87037213,"POLYGON ((143717.6824958835 269996.712598495, 205434.8311602655 269816.9112227538, 211354.6170848264 290857.4527835205, 211856.4102340078 221600.6397362848, 212006.2083365248 213363.717478279, 173173.1050361303 212675.8641414301, 172913.324894397 241927.2462728541, 143808.0332290471 241607.1067448211, 143717.7765354892 251247.6953631185, 143717.6824958835 269996.712598495))",12051,FL,Hendry,4.0,3.0,4.0,5.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
45,12,057,00295757,0500000US12057,12057,Hillsborough,06,2646574869,631652995,"POLYGON ((37846.10306675191 426512.5270150623, 55213.02294502535 426141.7137610459, 76288.14428942077 425851.4620354101, 91402.16389667812 425724.9181796407, 96272.59700540005 425675.0788699517, 96136.39528703853 398587.4333348348, 96155.79706116079 396431.1767646325, 95958.95682947717 367468.6817224192, 46756.69880043314 367884.602761797, 50650.39721931552 374502.6061811208, 54286.50587768806 376388.9446169956, 58847.70558141795 381332.7717431317, 57245.69875800403 386000.8156769015, 54825.49009057309 386866.4711209026, 53215.95071511474 387442.509428549, 46936.34898097249 390386.4144093812, 45694.21501182605 389058.2722341991, 45104.15595739277 397120.5743632267, 37785.33569232491 404996.6688247829, 37858.69510961164 423370.752105817, 37846.10306675191 426512.5270150623))",12057,FL,Hillsborough,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
